model,mode,probe,image_id,level,n_persons_gt,rep,n_input,n_generated,n_think_tokens,n_answer_tokens,latency_ms,tokens_per_second,budget_hit,think_closed,termination_class,parsed_answer,parse_status,correct
qwen3vl8b,instruct,main,25386,L2,3,0,348,2,0,2,138.8,14.4,False,False,complete,2,ok,False
qwen3vl8b,instruct,main,535608,L3,5,0,348,2,0,2,139.4,14.3,False,False,complete,5,ok,True
qwen3vl8b,instruct,main,127270,L3,5,0,348,2,0,2,138.9,14.4,False,False,complete,5,ok,True
qwen3vl8b,instruct,main,330396,L3,5,2,348,2,0,2,139.3,14.4,False,False,complete,4,ok,False
qwen3vl8b,instruct,main,277020,L3,4,1,348,2,0,2,139.2,14.4,False,False,complete,4,ok,True
qwen3vl8b,instruct,main,323496,L3,6,0,348,2,0,2,139.8,14.3,False,False,complete,7,ok,False
qwen3vl8b,instruct,main,154087,L3,4,1,348,2,0,2,139.2,14.4,False,False,complete,5,ok,False
qwen3vl8b,instruct,main,295420,L1,1,2,348,2,0,2,139.4,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,330396,L3,5,0,348,2,0,2,139.5,14.3,False,False,complete,4,ok,False
qwen3vl8b,instruct,main,213547,L2,2,2,348,2,0,2,138.8,14.4,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,102820,L1,1,2,348,2,0,2,139.1,14.4,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,332570,L1,1,1,348,2,0,2,139.4,14.4,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,269121,L1,1,1,348,2,0,2,139.2,14.4,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,473869,L1,1,0,348,2,0,2,139.3,14.4,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,188296,L3,7,1,348,2,0,2,139.6,14.3,False,False,complete,8,ok,False
qwen3vl8b,instruct,main,415748,L1,1,2,348,2,0,2,139.3,14.4,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,427338,L2,2,1,348,2,0,2,139.4,14.3,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,154087,L3,4,2,348,2,0,2,139.4,14.3,False,False,complete,5,ok,False
qwen3vl8b,instruct,main,402774,L1,1,1,348,2,0,2,139.0,14.4,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,173799,L2,2,2,348,2,0,2,138.9,14.4,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,554595,L1,1,0,348,2,0,2,139.6,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,332570,L1,1,2,348,2,0,2,139.1,14.4,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,578489,L3,7,2,348,2,0,2,140.0,14.3,False,False,complete,7,ok,True
qwen3vl8b,instruct,main,6771,L4,8,2,348,2,0,2,139.7,14.3,False,False,complete,8,ok,True
qwen3vl8b,instruct,main,165681,L4,12,1,348,2,0,2,139.2,14.4,False,False,complete,2,ok,False
qwen3vl8b,instruct,main,354307,L1,1,2,348,2,0,2,139.5,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,224664,L4,8,0,348,2,0,2,139.8,14.3,False,False,complete,1,ok,False
qwen3vl8b,instruct,main,295420,L1,1,0,348,2,0,2,139.0,14.4,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,548246,L3,4,0,348,2,0,2,139.1,14.4,False,False,complete,4,ok,True
qwen3vl8b,instruct,main,361147,L4,9,0,348,2,0,2,139.4,14.4,False,False,complete,8,ok,False
qwen3vl8b,instruct,main,361586,L3,4,0,348,2,0,2,139.1,14.4,False,False,complete,7,ok,False
qwen3vl8b,instruct,main,390826,L1,1,1,348,2,0,2,139.6,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,98287,L4,14,1,348,3,0,3,170.0,17.7,False,False,complete,10,ok,False
qwen3vl8b,instruct,main,269121,L1,1,0,348,2,0,2,139.1,14.4,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,36936,L2,2,0,348,2,0,2,139.6,14.3,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,154087,L3,4,0,348,2,0,2,139.2,14.4,False,False,complete,5,ok,False
qwen3vl8b,instruct,main,14439,L4,14,1,348,3,0,3,169.4,17.7,False,False,complete,15,ok,False
qwen3vl8b,instruct,main,354307,L1,1,1,348,2,0,2,139.5,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,14439,L4,14,0,348,3,0,3,169.6,17.7,False,False,complete,15,ok,False
qwen3vl8b,instruct,main,480985,L4,8,2,348,2,0,2,139.4,14.3,False,False,complete,3,ok,False
qwen3vl8b,instruct,main,323496,L3,6,2,348,2,0,2,139.8,14.3,False,False,complete,7,ok,False
qwen3vl8b,instruct,main,473869,L1,1,1,348,2,0,2,139.6,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,192670,L4,9,1,348,2,0,2,139.9,14.3,False,False,complete,8,ok,False
qwen3vl8b,instruct,main,130699,L3,7,0,348,2,0,2,139.7,14.3,False,False,complete,7,ok,True
qwen3vl8b,instruct,main,506656,L1,1,2,348,2,0,2,139.9,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,1761,L3,5,1,348,2,0,2,140.2,14.3,False,False,complete,0,ok,False
qwen3vl8b,instruct,main,309173,L1,1,1,348,2,0,2,139.5,14.3,False,False,complete,0,ok,False
qwen3vl8b,instruct,main,192670,L4,9,2,348,2,0,2,139.8,14.3,False,False,complete,8,ok,False
qwen3vl8b,instruct,main,470924,L4,14,1,348,2,0,2,139.7,14.3,False,False,complete,5,ok,False
qwen3vl8b,instruct,main,357748,L3,4,0,348,2,0,2,139.2,14.4,False,False,complete,3,ok,False
qwen3vl8b,instruct,main,2006,L2,3,0,348,2,0,2,139.5,14.3,False,False,complete,2,ok,False
qwen3vl8b,instruct,main,527528,L2,2,0,348,2,0,2,139.7,14.3,False,False,complete,0,ok,False
qwen3vl8b,instruct,main,285047,L1,1,0,348,2,0,2,139.5,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,330396,L3,5,1,348,2,0,2,140.2,14.3,False,False,complete,4,ok,False
qwen3vl8b,instruct,main,36936,L2,2,1,348,2,0,2,140.1,14.3,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,201426,L2,2,1,348,2,0,2,139.7,14.3,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,394199,L1,1,1,348,2,0,2,139.7,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,500478,L4,14,2,348,3,0,3,170.4,17.6,False,False,complete,15,ok,False
qwen3vl8b,instruct,main,303863,L3,7,2,348,2,0,2,139.3,14.4,False,False,complete,4,ok,False
qwen3vl8b,instruct,main,159791,L4,8,1,348,2,0,2,140.0,14.3,False,False,complete,0,ok,False
qwen3vl8b,instruct,main,359833,L1,1,1,348,2,0,2,139.8,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,139077,L1,1,0,348,2,0,2,139.7,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,537270,L2,3,1,348,2,0,2,139.8,14.3,False,False,complete,3,ok,True
qwen3vl8b,instruct,main,327701,L3,4,0,348,2,0,2,139.9,14.3,False,False,complete,3,ok,False
qwen3vl8b,instruct,main,390826,L1,1,2,348,2,0,2,139.9,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,415748,L1,1,1,348,2,0,2,139.8,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,173799,L2,2,0,348,2,0,2,140.5,14.2,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,220764,L1,1,0,348,2,0,2,139.9,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,554002,L4,10,0,348,2,0,2,139.8,14.3,False,False,complete,7,ok,False
qwen3vl8b,instruct,main,36539,L2,2,0,348,2,0,2,139.9,14.3,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,208363,L4,14,0,348,3,0,3,170.3,17.6,False,False,complete,14,ok,True
qwen3vl8b,instruct,main,188465,L4,14,2,348,2,0,2,138.9,14.4,False,False,complete,2,ok,False
qwen3vl8b,instruct,main,359833,L1,1,2,348,2,0,2,140.2,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,471789,L4,12,0,348,3,0,3,169.8,17.7,False,False,complete,10,ok,False
qwen3vl8b,instruct,main,465180,L3,6,2,348,2,0,2,139.7,14.3,False,False,complete,5,ok,False
qwen3vl8b,instruct,main,464824,L1,1,1,348,2,0,2,139.6,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,480985,L4,8,1,348,2,0,2,139.7,14.3,False,False,complete,3,ok,False
qwen3vl8b,instruct,main,139077,L1,1,2,348,2,0,2,139.7,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,507037,L4,14,2,348,3,0,3,170.5,17.6,False,False,complete,15,ok,False
qwen3vl8b,instruct,main,62355,L3,5,2,348,2,0,2,139.9,14.3,False,False,complete,5,ok,True
qwen3vl8b,instruct,main,127270,L3,5,2,348,2,0,2,140.3,14.3,False,False,complete,5,ok,True
qwen3vl8b,instruct,main,402774,L1,1,0,348,2,0,2,140.4,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,377588,L3,6,1,348,2,0,2,139.9,14.3,False,False,complete,6,ok,True
qwen3vl8b,instruct,main,332570,L1,1,0,348,2,0,2,140.3,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,416451,L2,2,2,348,2,0,2,139.8,14.3,False,False,complete,3,ok,False
qwen3vl8b,instruct,main,117425,L2,3,1,348,2,0,2,140.2,14.3,False,False,complete,2,ok,False
qwen3vl8b,instruct,main,82715,L1,1,2,348,2,0,2,140.0,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,114049,L3,6,1,348,2,0,2,139.7,14.3,False,False,complete,7,ok,False
qwen3vl8b,instruct,main,25386,L2,3,1,348,2,0,2,140.4,14.2,False,False,complete,2,ok,False
qwen3vl8b,instruct,main,480985,L4,8,0,348,2,0,2,140.4,14.2,False,False,complete,3,ok,False
qwen3vl8b,instruct,main,269121,L1,1,2,348,2,0,2,140.3,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,442456,L2,2,1,348,2,0,2,140.0,14.3,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,361586,L3,4,1,348,2,0,2,140.2,14.3,False,False,complete,7,ok,False
qwen3vl8b,instruct,main,497344,L1,1,2,348,2,0,2,140.1,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,500478,L4,14,0,348,3,0,3,170.1,17.6,False,False,complete,15,ok,False
qwen3vl8b,instruct,main,361586,L3,4,2,348,2,0,2,139.7,14.3,False,False,complete,7,ok,False
qwen3vl8b,instruct,main,303863,L3,7,1,348,2,0,2,140.1,14.3,False,False,complete,4,ok,False
qwen3vl8b,instruct,main,139077,L1,1,1,348,2,0,2,139.8,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,561256,L1,1,1,348,2,0,2,140.3,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,3255,L3,6,2,348,2,0,2,140.0,14.3,False,False,complete,5,ok,False
qwen3vl8b,instruct,main,274066,L3,5,0,348,2,0,2,140.0,14.3,False,False,complete,4,ok,False
qwen3vl8b,instruct,main,578489,L3,7,1,348,2,0,2,140.8,14.2,False,False,complete,7,ok,True
qwen3vl8b,instruct,main,425906,L4,13,1,348,3,0,3,170.3,17.6,False,False,complete,15,ok,False
qwen3vl8b,instruct,main,528314,L4,9,0,348,3,0,3,170.0,17.6,False,False,complete,10,ok,False
qwen3vl8b,instruct,main,357816,L3,4,0,348,2,0,2,139.6,14.3,False,False,complete,6,ok,False
qwen3vl8b,instruct,main,455555,L2,2,1,348,2,0,2,140.3,14.3,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,98287,L4,14,0,348,3,0,3,170.4,17.6,False,False,complete,10,ok,False
qwen3vl8b,instruct,main,528314,L4,9,1,348,3,0,3,169.8,17.7,False,False,complete,10,ok,False
qwen3vl8b,instruct,main,562207,L2,3,0,348,2,0,2,139.8,14.3,False,False,complete,3,ok,True
qwen3vl8b,instruct,main,481390,L4,14,0,348,3,0,3,170.5,17.6,False,False,complete,17,ok,False
qwen3vl8b,instruct,main,1584,L4,11,0,348,3,0,3,170.0,17.6,False,False,complete,10,ok,False
qwen3vl8b,instruct,main,568195,L2,3,0,348,2,0,2,139.8,14.3,False,False,complete,3,ok,True
qwen3vl8b,instruct,main,473869,L1,1,2,348,2,0,2,140.8,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,126137,L4,13,2,348,2,0,2,140.4,14.2,False,False,complete,2,ok,False
qwen3vl8b,instruct,main,96493,L1,1,1,348,2,0,2,139.8,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,31093,L2,3,1,348,2,0,2,140.4,14.2,False,False,complete,1,ok,False
qwen3vl8b,instruct,main,6771,L4,8,1,348,2,0,2,139.8,14.3,False,False,complete,8,ok,True
qwen3vl8b,instruct,main,111086,L3,4,1,348,2,0,2,140.2,14.3,False,False,complete,0,ok,False
qwen3vl8b,instruct,main,285047,L1,1,2,348,2,0,2,140.3,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,31093,L2,3,0,348,2,0,2,140.5,14.2,False,False,complete,1,ok,False
qwen3vl8b,instruct,main,481390,L4,14,2,348,3,0,3,170.6,17.6,False,False,complete,17,ok,False
qwen3vl8b,instruct,main,89296,L2,2,1,348,2,0,2,139.7,14.3,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,169076,L2,2,2,348,2,0,2,140.3,14.3,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,425906,L4,13,2,348,3,0,3,171.4,17.5,False,False,complete,15,ok,False
qwen3vl8b,instruct,main,327701,L3,4,1,348,2,0,2,140.3,14.3,False,False,complete,3,ok,False
qwen3vl8b,instruct,main,44590,L4,12,0,348,3,0,3,170.4,17.6,False,False,complete,12,ok,True
qwen3vl8b,instruct,main,417249,L3,5,1,348,2,0,2,139.8,14.3,False,False,complete,5,ok,True
qwen3vl8b,instruct,main,442456,L2,2,0,348,2,0,2,140.6,14.2,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,117719,L1,1,2,348,2,0,2,140.3,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,450303,L3,6,2,348,2,0,2,140.1,14.3,False,False,complete,6,ok,True
qwen3vl8b,instruct,main,122672,L1,1,0,348,2,0,2,140.9,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,554595,L1,1,2,348,2,0,2,143.3,14.0,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,70739,L2,3,2,348,2,0,2,140.6,14.2,False,False,complete,2,ok,False
qwen3vl8b,instruct,main,561256,L1,1,0,348,2,0,2,140.6,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,55167,L3,6,1,348,2,0,2,140.4,14.2,False,False,complete,2,ok,False
qwen3vl8b,instruct,main,32334,L3,5,2,348,2,0,2,140.3,14.3,False,False,complete,4,ok,False
qwen3vl8b,instruct,main,411754,L3,5,1,348,2,0,2,140.7,14.2,False,False,complete,3,ok,False
qwen3vl8b,instruct,main,309173,L1,1,0,348,2,0,2,140.3,14.3,False,False,complete,0,ok,False
qwen3vl8b,instruct,main,511647,L1,1,0,348,2,0,2,140.5,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,117719,L1,1,0,348,2,0,2,140.5,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,159791,L4,8,0,348,2,0,2,140.3,14.3,False,False,complete,0,ok,False
qwen3vl8b,instruct,main,84477,L1,1,0,348,2,0,2,141.2,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,188296,L3,7,2,348,2,0,2,141.2,14.2,False,False,complete,8,ok,False
qwen3vl8b,instruct,main,327701,L3,4,2,348,2,0,2,142.8,14.0,False,False,complete,3,ok,False
qwen3vl8b,instruct,main,361147,L4,9,2,348,2,0,2,143.1,14.0,False,False,complete,8,ok,False
qwen3vl8b,instruct,main,220764,L1,1,2,348,2,0,2,141.0,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,578489,L3,7,0,348,2,0,2,140.2,14.3,False,False,complete,7,ok,True
qwen3vl8b,instruct,main,89648,L4,11,0,348,3,0,3,170.6,17.6,False,False,complete,11,ok,True
qwen3vl8b,instruct,main,114049,L3,6,0,348,2,0,2,140.3,14.3,False,False,complete,7,ok,False
qwen3vl8b,instruct,main,1761,L3,5,2,348,2,0,2,140.1,14.3,False,False,complete,0,ok,False
qwen3vl8b,instruct,main,213547,L2,2,1,348,2,0,2,140.3,14.3,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,548246,L3,4,2,348,2,0,2,140.5,14.2,False,False,complete,4,ok,True
qwen3vl8b,instruct,main,157756,L4,10,1,348,2,0,2,140.4,14.2,False,False,complete,5,ok,False
qwen3vl8b,instruct,main,455555,L2,2,0,348,2,0,2,140.4,14.2,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,554595,L1,1,1,348,2,0,2,140.5,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,477441,L2,3,1,348,2,0,2,140.7,14.2,False,False,complete,0,ok,False
qwen3vl8b,instruct,main,390826,L1,1,0,348,2,0,2,140.7,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,568195,L2,3,2,348,2,0,2,140.5,14.2,False,False,complete,3,ok,True
qwen3vl8b,instruct,main,411754,L3,5,2,348,2,0,2,141.4,14.1,False,False,complete,3,ok,False
qwen3vl8b,instruct,main,497344,L1,1,1,348,2,0,2,141.2,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,165681,L4,12,2,348,2,0,2,141.1,14.2,False,False,complete,2,ok,False
qwen3vl8b,instruct,main,561256,L1,1,2,348,2,0,2,140.6,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,111086,L3,4,2,348,2,0,2,140.1,14.3,False,False,complete,0,ok,False
qwen3vl8b,instruct,main,253386,L2,2,0,348,2,0,2,140.6,14.2,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,82715,L1,1,0,348,2,0,2,140.7,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,157756,L4,10,2,348,2,0,2,140.2,14.3,False,False,complete,5,ok,False
qwen3vl8b,instruct,main,192670,L4,9,0,348,2,0,2,140.8,14.2,False,False,complete,8,ok,False
qwen3vl8b,instruct,main,55167,L3,6,2,348,2,0,2,140.5,14.2,False,False,complete,2,ok,False
qwen3vl8b,instruct,main,402774,L1,1,2,348,2,0,2,140.3,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,55167,L3,6,0,348,2,0,2,140.2,14.3,False,False,complete,2,ok,False
qwen3vl8b,instruct,main,74200,L3,6,0,348,2,0,2,140.6,14.2,False,False,complete,0,ok,False
qwen3vl8b,instruct,main,274066,L3,5,1,348,2,0,2,140.0,14.3,False,False,complete,4,ok,False
qwen3vl8b,instruct,main,277020,L3,4,2,348,2,0,2,140.4,14.2,False,False,complete,4,ok,True
qwen3vl8b,instruct,main,295420,L1,1,1,348,2,0,2,140.7,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,130699,L3,7,1,348,2,0,2,140.5,14.2,False,False,complete,7,ok,True
qwen3vl8b,instruct,main,477441,L2,3,2,348,2,0,2,140.7,14.2,False,False,complete,0,ok,False
qwen3vl8b,instruct,main,415748,L1,1,0,348,2,0,2,140.9,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,465836,L2,3,2,348,2,0,2,140.5,14.2,False,False,complete,3,ok,True
qwen3vl8b,instruct,main,359833,L1,1,0,348,2,0,2,140.6,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,542127,L4,14,2,348,3,0,3,171.0,17.5,False,False,complete,10,ok,False
qwen3vl8b,instruct,main,537270,L2,3,0,348,2,0,2,139.9,14.3,False,False,complete,3,ok,True
qwen3vl8b,instruct,main,224664,L4,8,1,348,2,0,2,140.5,14.2,False,False,complete,1,ok,False
qwen3vl8b,instruct,main,450303,L3,6,1,348,2,0,2,140.6,14.2,False,False,complete,6,ok,True
qwen3vl8b,instruct,main,170613,L2,2,1,348,2,0,2,140.4,14.2,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,465180,L3,6,0,348,2,0,2,140.9,14.2,False,False,complete,5,ok,False
qwen3vl8b,instruct,main,497344,L1,1,0,348,2,0,2,140.4,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,477805,L2,2,0,348,2,0,2,140.6,14.2,False,False,complete,1,ok,False
qwen3vl8b,instruct,main,477805,L2,2,2,348,2,0,2,141.0,14.2,False,False,complete,1,ok,False
qwen3vl8b,instruct,main,132544,L4,10,2,348,2,0,2,141.3,14.1,False,False,complete,8,ok,False
qwen3vl8b,instruct,main,464824,L1,1,2,348,2,0,2,140.0,14.3,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,231580,L3,7,0,348,2,0,2,140.5,14.2,False,False,complete,8,ok,False
qwen3vl8b,instruct,main,36936,L2,2,2,348,2,0,2,141.0,14.2,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,427338,L2,2,0,348,2,0,2,140.9,14.2,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,188465,L4,14,0,348,2,0,2,140.4,14.2,False,False,complete,2,ok,False
qwen3vl8b,instruct,main,548246,L3,4,1,348,2,0,2,140.6,14.2,False,False,complete,4,ok,True
qwen3vl8b,instruct,main,82715,L1,1,1,348,2,0,2,140.6,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,506656,L1,1,0,348,2,0,2,141.0,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,44590,L4,12,2,348,3,0,3,171.4,17.5,False,False,complete,12,ok,True
qwen3vl8b,instruct,main,173799,L2,2,1,348,2,0,2,140.5,14.2,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,366884,L1,1,1,348,2,0,2,140.6,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,169076,L2,2,1,348,2,0,2,141.1,14.2,False,False,complete,2,ok,True
qwen3vl8b,instruct,main,562207,L2,3,1,348,2,0,2,140.9,14.2,False,False,complete,3,ok,True
qwen3vl8b,instruct,main,268378,L4,9,2,348,3,0,3,171.1,17.5,False,False,complete,10,ok,False
qwen3vl8b,instruct,main,507037,L4,14,0,348,3,0,3,171.4,17.5,False,False,complete,15,ok,False
qwen3vl8b,instruct,main,122672,L1,1,1,348,2,0,2,140.5,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,309173,L1,1,2,348,2,0,2,140.9,14.2,False,False,complete,0,ok,False
qwen3vl8b,instruct,main,114049,L3,6,2,348,2,0,2,140.3,14.3,False,False,complete,7,ok,False
qwen3vl8b,instruct,main,481390,L4,14,1,348,3,0,3,171.4,17.5,False,False,complete,17,ok,False
qwen3vl8b,instruct,main,268378,L4,9,1,348,3,0,3,172.5,17.4,False,False,complete,10,ok,False
qwen3vl8b,instruct,main,208363,L4,14,2,348,3,0,3,171.8,17.5,False,False,complete,14,ok,True
qwen3vl8b,instruct,main,566923,L4,10,2,348,3,0,3,170.7,17.6,False,False,complete,10,ok,True
qwen3vl8b,instruct,main,465836,L2,3,1,348,2,0,2,140.7,14.2,False,False,complete,3,ok,True
qwen3vl8b,instruct,main,284764,L1,1,0,348,2,0,2,140.8,14.2,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,89648,L4,11,1,348,3,0,3,171.3,17.5,False,False,complete,11,ok,True
qwen3vl8b,instruct,main,477805,L2,2,1,348,2,0,2,140.1,14.3,False,False,complete,1,ok,False
qwen3vl8b,instruct,main,284764,L1,1,2,348,2,0,2,141.5,14.1,False,False,complete,1,ok,True
qwen3vl8b,instruct,main,377393,L4,10,0,348,2,0,2,141.1,14.2,False,False,complete,1,ok,False
qwen3vl4b_t,thinking,main,548246,L3,4,1,350,208,204,1,4234.0,49.1,False,True,complete,4,ok,True
qwen3vl4b_t,thinking,main,442456,L2,2,2,350,82,78,1,1672.4,49.0,False,True,complete,2,ok,True
qwen3vl4b_t,thinking,main,62355,L3,5,1,350,497,493,1,10148.9,49.0,False,True,complete,4,ok,False
qwen3vl4b_t,thinking,main,180487,L2,2,1,350,81,77,1,1657.4,48.9,False,True,complete,2,ok,True
qwen3vl4b_t,thinking,main,303863,L3,7,2,350,1930,1926,1,43488.6,44.4,False,True,complete,6,ok,False
qwen3vl4b_t,thinking,main,111086,L3,4,0,350,385,381,1,7839.9,49.1,False,True,complete,2,ok,False
qwen3vl4b_t,thinking,main,366884,L1,1,2,350,89,85,1,1820.9,48.9,False,True,complete,1,ok,True
qwen3vl4b_t,thinking,main,427338,L2,2,0,350,91,87,1,1850.0,49.2,False,True,complete,2,ok,True
qwen3vl4b_t,thinking,main,361586,L3,4,0,350,972,968,1,20649.5,47.1,False,True,complete,8,ok,False
qwen3vl4b_t,thinking,main,359833,L1,1,1,350,53,49,1,1119.9,47.3,False,True,complete,1,ok,True
qwen3vl4b_t,thinking,main,18150,L2,2,1,350,74,70,1,1537.1,48.1,False,True,complete,2,ok,True
qwen3vl4b_t,thinking,main,578489,L3,7,1,350,1260,1256,1,27169.5,46.4,False,True,complete,7,ok,True
qwen3vl4b_t,thinking,main,554595,L1,1,2,350,48,44,1,999.5,48.0,False,True,complete,1,ok,True
qwen3vl4b_t,thinking,main,231580,L3,7,1,350,904,900,1,19032.5,47.5,False,True,complete,6,ok,False
qwen3vl4b_t,thinking,main,497344,L1,1,1,350,48,44,1,999.3,48.0,False,True,complete,1,ok,True
qwen3vl4b_t,thinking,main,511647,L1,1,0,350,60,56,1,1238.5,48.4,False,True,complete,1,ok,True
qwen3vl4b_t,thinking,main,36539,L2,2,1,350,52,48,1,1082.4,48.0,False,True,complete,2,ok,True
qwen3vl4b_t,thinking,main,417249,L3,5,1,350,127,123,1,2606.2,48.7,False,True,complete,4,ok,False
qwen3vl4b_t,thinking,main,537270,L2,3,2,350,84,80,1,1742.5,48.2,False,True,complete,3,ok,True
qwen3vl4b_t,thinking,main,455555,L2,2,0,350,59,55,1,1224.0,48.2,False,True,complete,2,ok,True
qwen3vl4b_t,thinking,main,417249,L3,5,2,350,127,123,1,2591.5,49.0,False,True,complete,4,ok,False
qwen3vl4b_t,thinking,main,25386,L2,3,1,350,76,72,1,1579.2,48.1,False,True,complete,2,ok,False
qwen3vl4b_t,thinking,main,25386,L2,3,2,350,76,72,1,1578.6,48.1,False,True,complete,2,ok,False
qwen3vl4b_t,thinking,main,253386,L2,2,0,350,82,78,1,1675.5,48.9,False,True,complete,2,ok,True
qwen3vl4b_t,thinking,main,55167,L3,6,2,350,1649,1645,1,36545.9,45.1,False,True,complete,4,ok,False
qwen3vl4b_t,thinking,main,173799,L2,2,2,350,96,92,1,1978.8,48.5,False,True,complete,2,ok,True
qwen3vl4b_t,thinking,main,415748,L1,1,2,350,75,71,1,1537.3,48.8,False,True,complete,1,ok,True
qwen3vl4b_t,thinking,main,89296,L2,2,0,350,82,78,1,1707.0,48.0,False,True,complete,2,ok,True
qwen3vl4b_t,thinking,main,464824,L1,1,0,350,61,57,1,1263.5,48.3,False,True,complete,1,ok,True
qwen3vl4b_t,thinking,main,357748,L3,4,1,350,267,263,1,5414.8,49.3,False,True,complete,3,ok,False
qwen3vl4b_t,thinking,main,390826,L1,1,1,350,58,54,1,1223.9,47.4,False,True,complete,1,ok,True
qwen3vl4b_t,thinking,main,70739,L2,3,0,350,813,809,1,17051.6,47.7,False,True,complete,3,ok,True
qwen3vl4b_t,thinking,main,154087,L3,4,0,350,400,396,1,8208.6,48.7,False,True,complete,4,ok,True
