model,mode,image_id,level,n_persons_gt,rep,n_input,n_generated,n_think_tokens,n_answer_tokens,latency_ms,budget_hit,parsed_answer,parse_status,correct
qwen3vl4b_t,thinking,114049,L3,6,1,350,1589,1585,1,35067.8,False,5,ok,False
qwen3vl4b_t,thinking,561256,L1,1,0,350,48,44,1,1025.9,False,1,ok,True
qwen3vl4b_t,thinking,554595,L1,1,0,350,48,44,1,1022.3,False,1,ok,True
qwen3vl4b_t,thinking,511647,L1,1,1,350,60,56,1,1263.5,False,1,ok,True
qwen3vl4b_t,thinking,465836,L2,3,1,350,64,60,1,1317.7,False,3,ok,True
qwen3vl4b_t,thinking,506656,L1,1,2,350,56,52,1,1177.9,False,1,ok,True
qwen3vl4b_t,thinking,18150,L2,2,2,350,74,70,1,1537.2,False,2,ok,True
qwen3vl4b_t,thinking,32334,L3,5,2,350,354,350,1,7244.5,False,5,ok,True
qwen3vl4b_t,thinking,500478,L4,14,1,350,4096,0,4096,103926.4,True,1,no_think_tag,False
qwen3vl4b_t,thinking,170613,L2,2,2,350,64,60,1,1343.4,False,2,ok,True
qwen3vl4b_t,thinking,246883,L2,2,2,350,63,59,1,1317.7,False,2,ok,True
qwen3vl4b_t,thinking,117719,L1,1,0,350,61,57,1,1263.3,False,1,ok,True
qwen3vl4b_t,thinking,507037,L4,14,1,350,4096,0,4096,103920.9,True,9,no_think_tag,False
qwen3vl4b_t,thinking,528314,L4,9,2,350,1921,1916,2,43209.4,False,10,ok,False
qwen3vl4b_t,thinking,188465,L4,14,0,350,1798,1792,3,40195.9,False,100,ok,False
qwen3vl4b_t,thinking,359833,L1,1,2,350,53,49,1,1098.8,False,1,ok,True
qwen3vl4b_t,thinking,127270,L3,5,0,350,685,681,1,14251.6,False,5,ok,True
qwen3vl4b_t,thinking,74200,L3,6,2,350,1388,1384,1,30231.8,False,0,ok,False
qwen3vl4b_t,thinking,6771,L4,8,2,350,751,747,1,15709.8,False,8,ok,True
qwen3vl4b_t,thinking,208363,L4,14,1,350,3394,3389,2,83025.6,False,12,ok,False
qwen3vl4b_t,thinking,14439,L4,14,2,350,4096,0,4096,103922.9,True,8,no_think_tag,False
qwen3vl4b_t,thinking,114049,L3,6,0,350,1589,1585,1,35083.9,False,5,ok,False
qwen3vl4b_t,thinking,188465,L4,14,1,350,1798,1792,3,40155.8,False,100,ok,False
qwen3vl4b_t,thinking,566923,L4,10,2,350,1618,1613,2,35726.3,False,10,ok,True
qwen3vl4b_t,thinking,132544,L4,10,1,350,2382,2378,1,55111.7,False,6,ok,False
qwen3vl4b_t,thinking,89296,L2,2,1,350,82,78,1,1704.0,False,2,ok,True
qwen3vl4b_t,thinking,477441,L2,3,2,350,200,196,1,4044.2,False,0,ok,False
qwen3vl4b_t,thinking,465836,L2,3,2,350,64,60,1,1319.8,False,3,ok,True
qwen3vl4b_t,thinking,506656,L1,1,1,350,56,52,1,1176.3,False,1,ok,True
qwen3vl4b_t,thinking,548246,L3,4,0,350,208,204,1,4244.6,False,4,ok,True
qwen3vl4b_t,thinking,188296,L3,7,0,350,4096,0,4096,103945.4,True,70,no_think_tag,False
qwen3vl4b_t,thinking,117425,L2,3,2,350,75,71,1,1567.8,False,2,ok,False
qwen3vl4b_t,thinking,323496,L3,6,2,350,382,378,1,7812.0,False,6,ok,True
qwen3vl4b_t,thinking,14439,L4,14,1,350,4096,0,4096,103937.1,True,8,no_think_tag,False
qwen3vl4b_t,thinking,566923,L4,10,0,350,1618,1613,2,35765.6,False,10,ok,True
qwen3vl4b_t,thinking,377588,L3,6,1,350,303,299,1,6188.6,False,6,ok,True
qwen3vl4b_t,thinking,62355,L3,5,0,350,497,493,1,10193.3,False,4,ok,False
qwen3vl4b_t,thinking,265816,L1,1,1,350,70,66,1,1437.8,False,1,ok,True
qwen3vl4b_t,thinking,578489,L3,7,2,350,1260,1256,1,27242.7,False,7,ok,True
qwen3vl4b_t,thinking,377393,L4,10,2,350,1575,1571,1,34752.2,False,3,ok,False
qwen3vl4b_t,thinking,527528,L2,2,2,350,282,278,1,5782.1,False,0,ok,False
qwen3vl4b_t,thinking,18150,L2,2,0,350,74,70,1,1519.6,False,2,ok,True
qwen3vl4b_t,thinking,111086,L3,4,0,350,385,381,1,7907.9,False,2,ok,False
qwen3vl4b_t,thinking,62355,L3,5,1,350,497,493,1,10265.4,False,4,ok,False
qwen3vl4b_t,thinking,500478,L4,14,0,350,4096,0,4096,104005.7,True,1,no_think_tag,False
qwen3vl4b_t,thinking,36936,L2,2,1,350,48,44,1,1024.4,False,2,ok,True
qwen3vl4b_t,thinking,578489,L3,7,0,350,1260,1256,1,27289.3,False,7,ok,True
qwen3vl4b_t,thinking,416451,L2,2,1,350,4096,0,4096,104038.6,True,2,no_think_tag,True
qwen3vl4b_t,thinking,1761,L3,5,0,350,142,138,1,2915.9,False,0,ok,False
qwen3vl4b_t,thinking,2006,L2,3,0,350,82,78,1,1679.4,False,2,ok,False
qwen3vl4b_t,thinking,153529,L4,8,0,350,1073,1069,1,22970.1,False,5,ok,False
qwen3vl4b_t,thinking,31093,L2,3,0,350,660,656,1,13745.9,False,3,ok,True
qwen3vl4b_t,thinking,327701,L3,4,2,350,158,154,1,3243.2,False,3,ok,False
qwen3vl4b_t,thinking,471789,L4,12,2,350,4096,0,4096,104025.2,True,8,no_think_tag,False
qwen3vl4b_t,thinking,377588,L3,6,2,350,303,299,1,6212.0,False,6,ok,True
qwen3vl4b_t,thinking,170613,L2,2,0,350,64,60,1,1320.2,False,2,ok,True
qwen3vl4b_t,thinking,473869,L1,1,2,350,42,38,1,904.6,False,1,ok,True
qwen3vl4b_t,thinking,220764,L1,1,0,350,66,62,1,1360.7,False,1,ok,True
qwen3vl4b_t,thinking,537270,L2,3,1,350,84,80,1,1750.7,False,3,ok,True
qwen3vl4b_t,thinking,89648,L4,11,2,350,4096,0,4096,104071.7,True,4,no_think_tag,False
qwen3vl4b_t,thinking,269121,L1,1,0,350,73,69,1,1527.2,False,1,ok,True
qwen3vl4b_t,thinking,497344,L1,1,1,350,48,44,1,1004.2,False,1,ok,True
qwen3vl4b_t,thinking,74200,L3,6,1,350,1388,1384,1,30255.0,False,0,ok,False
qwen3vl4b_t,thinking,366884,L1,1,1,350,89,85,1,1820.6,False,1,ok,True
qwen3vl4b_t,thinking,70739,L2,3,2,350,813,809,1,17080.4,False,3,ok,True
qwen3vl4b_t,thinking,497344,L1,1,2,350,48,44,1,1021.1,False,1,ok,True
qwen3vl4b_t,thinking,132544,L4,10,2,350,2382,2378,1,55142.8,False,6,ok,False
qwen3vl4b_t,thinking,394199,L1,1,1,350,71,67,1,1489.3,False,1,ok,True
qwen3vl4b_t,thinking,117425,L2,3,1,350,75,71,1,1538.8,False,2,ok,False
qwen3vl4b_t,thinking,323496,L3,6,1,350,382,378,1,7862.8,False,6,ok,True
qwen3vl4b_t,thinking,327701,L3,4,0,350,158,154,1,3207.4,False,3,ok,False
qwen3vl4b_t,thinking,394199,L1,1,0,350,71,67,1,1489.4,False,1,ok,True
qwen3vl4b_t,thinking,471789,L4,12,0,350,4096,0,4096,103984.7,True,8,no_think_tag,False
qwen3vl4b_t,thinking,188465,L4,14,2,350,1798,1792,3,40192.8,False,100,ok,False
qwen3vl4b_t,thinking,361586,L3,4,2,350,972,968,1,20651.2,False,8,ok,False
qwen3vl4b_t,thinking,481390,L4,14,2,350,4096,0,4096,104013.0,True,1,no_think_tag,False
qwen3vl4b_t,thinking,269121,L1,1,1,350,73,69,1,1501.6,False,1,ok,True
qwen3vl4b_t,thinking,62355,L3,5,2,350,497,493,1,10271.2,False,4,ok,False
qwen3vl4b_t,thinking,303863,L3,7,0,350,1930,1926,1,43460.9,False,6,ok,False
qwen3vl4b_t,thinking,173799,L2,2,1,350,96,92,1,1961.2,False,2,ok,True
qwen3vl4b_t,thinking,330396,L3,5,1,350,1085,1081,1,23238.5,False,5,ok,True
qwen3vl4b_t,thinking,480985,L4,8,0,350,1370,1366,1,29863.1,False,4,ok,False
qwen3vl4b_t,thinking,269121,L1,1,2,350,73,69,1,1498.4,False,1,ok,True
qwen3vl4b_t,thinking,173799,L2,2,0,350,96,92,1,1985.5,False,2,ok,True
qwen3vl4b_t,thinking,139077,L1,1,1,350,57,53,1,1198.1,False,1,ok,True
qwen3vl4b_t,thinking,415748,L1,1,1,350,75,71,1,1538.8,False,1,ok,True
qwen3vl4b_t,thinking,366884,L1,1,0,350,89,85,1,1851.6,False,1,ok,True
qwen3vl4b_t,thinking,415748,L1,1,2,350,75,71,1,1567.9,False,1,ok,True
qwen3vl4b_t,thinking,295420,L1,1,2,350,141,137,1,2898.4,False,2,ok,False
qwen3vl4b_t,thinking,561256,L1,1,1,350,48,44,1,1023.0,False,1,ok,True
qwen3vl4b_t,thinking,377393,L4,10,1,350,1575,1571,1,34777.1,False,3,ok,False
qwen3vl4b_t,thinking,265816,L1,1,0,350,70,66,1,1465.3,False,1,ok,True
qwen3vl4b_t,thinking,213547,L2,2,0,350,77,73,1,1605.2,False,2,ok,True
qwen3vl4b_t,thinking,417249,L3,5,2,350,127,123,1,2612.3,False,4,ok,False
qwen3vl4b_t,thinking,169076,L2,2,0,350,364,360,1,7469.2,False,2,ok,True
qwen3vl4b_t,thinking,417249,L3,5,0,350,127,123,1,2575.9,False,4,ok,False
qwen3vl4b_t,thinking,295420,L1,1,0,350,141,137,1,2899.2,False,2,ok,False
qwen3vl4b_t,thinking,357816,L3,4,2,350,319,315,1,6498.8,False,4,ok,True
qwen3vl4b_t,thinking,157756,L4,10,1,350,1524,1520,1,33577.9,False,4,ok,False
qwen3vl4b_t,thinking,425906,L4,13,1,350,2827,2822,2,67068.7,False,10,ok,False
qwen3vl4b_t,thinking,359833,L1,1,1,350,53,49,1,1121.6,False,1,ok,True
qwen3vl4b_t,thinking,277020,L3,4,0,350,133,129,1,2733.8,False,4,ok,True
qwen3vl4b_t,thinking,415748,L1,1,0,350,75,71,1,1562.2,False,1,ok,True
qwen3vl4b_t,thinking,554002,L4,10,2,350,1854,1850,1,41577.5,False,6,ok,False
qwen3vl4b_t,thinking,117719,L1,1,1,350,61,57,1,1263.0,False,1,ok,True
qwen3vl4b_t,thinking,357748,L3,4,0,350,267,263,1,5431.4,False,3,ok,False
qwen3vl4b_t,thinking,464824,L1,1,2,350,61,57,1,1287.8,False,1,ok,True
qwen3vl4b_t,thinking,481390,L4,14,0,350,4096,0,4096,104004.3,True,1,no_think_tag,False
qwen3vl4b_t,thinking,246883,L2,2,1,350,63,59,1,1301.6,False,2,ok,True
qwen3vl4b_t,thinking,2006,L2,3,1,350,82,78,1,1705.9,False,2,ok,False
qwen3vl4b_t,thinking,6771,L4,8,1,350,751,747,1,15737.3,False,8,ok,True
qwen3vl4b_t,thinking,284764,L1,1,0,350,44,40,1,946.0,False,1,ok,True
