model,image_id,level,n_persons_gt,mode,rep,n_input,n_generated,latency_ms,budget_hit,parsed_answer,parse_status,correct
qwenvl7b,173799,L2,2,direct,1,440,2,179.4,False,2,ok,True
qwenvl7b,377393,L4,10,stepwise,1,469,163,4357.0,False,0,ok,False
qwenvl7b,377393,L4,10,stepwise,0,469,163,4356.1,False,0,ok,False
qwenvl7b,537270,L2,3,stepwise,1,469,130,3491.5,False,3,ok,True
qwenvl7b,253386,L2,2,direct,0,440,2,179.4,False,2,ok,True
qwenvl7b,471789,L4,12,direct,0,440,2,179.8,False,8,ok,False
qwenvl7b,415748,L1,1,stepwise,1,469,80,2195.3,False,1,ok,True
qwenvl7b,284764,L1,1,direct,0,440,2,179.5,False,1,ok,True
qwenvl7b,442456,L2,2,direct,2,440,2,178.7,False,2,ok,True
qwenvl7b,511647,L1,1,direct,2,440,2,179.6,False,1,ok,True
qwenvl7b,377588,L3,6,stepwise,0,469,143,3833.8,False,5,ok,False
qwenvl7b,3255,L3,6,direct,0,440,2,179.4,False,5,ok,False
qwenvl7b,139077,L1,1,direct,1,440,2,180.2,False,1,ok,True
qwenvl7b,357816,L3,4,stepwise,2,469,121,3265.5,False,5,ok,False
qwenvl7b,3255,L3,6,stepwise,2,469,71,1963.9,False,4,ok,False
qwenvl7b,132544,L4,10,direct,1,440,2,179.0,False,5,ok,False
qwenvl7b,102820,L1,1,stepwise,2,469,64,1781.5,False,1,ok,True
qwenvl3b,111086,L3,4,stepwise,2,469,117,1852.0,False,2,ok,False
qwenvl3b,473869,L1,1,direct,2,440,2,122.4,False,1,ok,True
qwenvl3b,89296,L2,2,stepwise,1,469,95,1520.5,False,3,ok,False
qwenvl3b,173799,L2,2,stepwise,2,469,71,1160.2,False,2,ok,True
qwenvl3b,354307,L1,1,stepwise,2,469,103,1641.6,False,1,ok,True
qwenvl3b,377393,L4,10,direct,2,440,2,122.7,False,0,ok,False
qwenvl3b,471789,L4,12,direct,1,440,3,138.5,False,10,ok,False
qwenvl3b,309173,L1,1,stepwise,1,469,60,996.6,False,0,ok,False
qwenvl3b,3553,L1,1,stepwise,0,469,90,1449.2,False,1,ok,True
qwenvl3b,366884,L1,1,stepwise,2,469,75,1223.5,False,2,ok,False
qwenvl3b,170613,L2,2,direct,2,440,2,122.8,False,2,ok,True
qwenvl3b,425906,L4,13,direct,0,440,3,138.5,False,15,ok,False
qwenvl3b,554002,L4,10,direct,1,440,2,122.6,False,7,ok,False
qwenvl3b,139077,L1,1,stepwise,0,469,75,1226.5,False,1,ok,True
qwenvl3b,224664,L4,8,stepwise,0,469,120,2020.3,False,6,ok,False
qwenvl3b,554595,L1,1,stepwise,0,469,99,1590.6,False,1,ok,True
qwenvl3b,548246,L3,4,stepwise,0,469,83,1346.6,False,4,ok,True
qwenvl3b,471789,L4,12,stepwise,1,469,201,3143.1,False,4,ok,False
qwenvl3b,470924,L4,14,stepwise,1,469,137,2162.8,False,6,ok,False
qwenvl3b,2006,L2,3,direct,0,440,2,122.8,False,2,ok,False
qwenvl3b,471789,L4,12,stepwise,0,469,201,3145.8,False,4,ok,False
qwenvl3b,295420,L1,1,stepwise,2,469,42,729.9,False,1,ok,True
qwenvl3b,265816,L1,1,direct,2,440,2,122.9,False,1,ok,True
qwenvl3b,332570,L1,1,direct,0,440,2,123.1,False,1,ok,True
qwenvl3b,154087,L3,4,direct,1,440,2,123.5,False,4,ok,True
qwenvl3b,159791,L4,8,stepwise,2,469,161,2530.4,False,6,ok,False
qwenvl3b,3553,L1,1,direct,1,440,2,123.8,False,1,ok,True
qwenvl3b,268378,L4,9,stepwise,0,469,191,2992.1,False,7,ok,False
qwenvl3b,36936,L2,2,direct,2,440,2,123.5,False,2,ok,True
qwenvl3b,442456,L2,2,direct,0,440,2,124.8,False,2,ok,True
qwenvl3b,390826,L1,1,stepwise,0,469,44,756.7,False,,unparseable,
qwenvl3b,153529,L4,8,stepwise,0,469,84,1372.9,False,1,ok,False
qwenvl3b,192670,L4,9,direct,0,440,2,123.6,False,6,ok,False
qwenvl3b,265816,L1,1,stepwise,2,469,140,2217.3,False,2,ok,False
qwenvl3b,548246,L3,4,stepwise,2,469,83,1347.5,False,4,ok,True
qwenvl3b,139077,L1,1,stepwise,2,469,75,1239.2,False,1,ok,True
qwenvl3b,114049,L3,6,stepwise,1,469,159,2525.9,False,6,ok,True
qwenvl3b,153529,L4,8,direct,1,440,2,123.9,False,5,ok,False
qwenvl3b,377393,L4,10,direct,0,440,2,124.4,False,0,ok,False
qwenvl3b,330396,L3,5,stepwise,0,469,125,2004.5,False,3,ok,False
qwenvl3b,2006,L2,3,direct,1,440,2,124.8,False,2,ok,False
qwenvl3b,117719,L1,1,direct,1,440,2,126.6,False,1,ok,True
qwenvl3b,411754,L3,5,stepwise,0,469,137,2193.5,False,6,ok,False
qwenvl3b,284764,L1,1,direct,2,440,2,125.4,False,1,ok,True
qwenvl3b,1584,L4,11,stepwise,2,469,141,2248.6,False,6,ok,False
qwenvl3b,303863,L3,7,direct,1,440,2,124.2,False,3,ok,False
qwenvl3b,201426,L2,2,direct,1,440,2,127.1,False,2,ok,True
qwenvl3b,170613,L2,2,direct,0,440,2,127.5,False,2,ok,True
qwenvl3b,464824,L1,1,direct,1,440,2,125.4,False,1,ok,True
qwenvl3b,126137,L4,13,stepwise,2,469,162,2574.7,False,7,ok,False
qwenvl3b,537270,L2,3,direct,2,440,2,124.8,False,3,ok,True
qwenvl3b,528314,L4,9,direct,0,440,3,139.9,False,10,ok,False
qwenvl3b,500478,L4,14,direct,1,440,3,138.8,False,20,ok,False
qwenvl3b,361147,L4,9,stepwise,0,469,148,2338.3,False,7,ok,False
qwenvl3b,415748,L1,1,direct,2,440,2,125.1,False,1,ok,True
qwenvl3b,2006,L2,3,stepwise,0,469,94,1520.3,False,2,ok,False
qwenvl3b,62355,L3,5,stepwise,1,469,145,2312.8,False,5,ok,True
qwenvl3b,303863,L3,7,direct,0,440,2,125.8,False,3,ok,False
qwenvl3b,554002,L4,10,stepwise,0,469,116,1867.9,False,5,ok,False
qwenvl3b,323496,L3,6,direct,0,440,2,125.7,False,5,ok,False
qwenvl3b,220764,L1,1,direct,1,440,2,126.5,False,1,ok,True
qwenvl3b,359833,L1,1,direct,2,440,2,126.0,False,1,ok,True
qwenvl3b,96493,L1,1,direct,1,440,2,125.3,False,1,ok,True
qwenvl3b,527528,L2,2,stepwise,1,469,120,1915.6,False,0,ok,False
qwenvl3b,70739,L2,3,direct,2,440,2,126.7,False,2,ok,False
qwenvl3b,269121,L1,1,direct,0,440,2,127.9,False,1,ok,True
qwenvl3b,415748,L1,1,stepwise,0,469,104,1685.6,False,2,ok,False
qwenvl3b,122672,L1,1,direct,2,440,2,126.5,False,1,ok,True
qwenvl3b,3255,L3,6,stepwise,2,469,83,1370.9,False,4,ok,False
qwenvl3b,117719,L1,1,stepwise,1,469,93,1519.6,False,1,ok,True
qwenvl3b,417249,L3,5,stepwise,1,469,120,1915.6,False,5,ok,True
qwenvl3b,537270,L2,3,stepwise,0,469,63,1046.5,False,3,ok,True
qwenvl3b,480985,L4,8,stepwise,0,469,147,2350.1,False,5,ok,False
qwenvl3b,359833,L1,1,direct,1,440,2,126.6,False,1,ok,True
qwenvl3b,327701,L3,4,stepwise,1,469,143,2284.2,False,4,ok,True
qwenvl3b,1761,L3,5,stepwise,0,469,30,561.0,False,0,ok,False
qwenvl3b,507037,L4,14,direct,2,440,3,141.3,False,15,ok,False
qwenvl3b,477805,L2,2,direct,0,440,2,127.5,False,1,ok,False
qwenvl3b,464824,L1,1,stepwise,0,469,38,682.4,False,,unparseable,
qwenvl3b,180487,L2,2,stepwise,0,469,57,959.1,False,1,ok,False
qwenvl3b,265816,L1,1,direct,1,440,2,127.3,False,1,ok,True
qwenvl3b,3553,L1,1,stepwise,1,469,90,1476.8,False,1,ok,True
qwenvl3b,188296,L3,7,stepwise,1,469,141,2259.7,False,5,ok,False
qwenvl3b,366884,L1,1,direct,0,440,2,126.7,False,1,ok,True
qwenvl3b,173799,L2,2,direct,0,440,2,128.6,False,2,ok,True
qwenvl3b,554002,L4,10,direct,2,440,2,128.3,False,7,ok,False
qwenvl3b,102820,L1,1,stepwise,1,469,53,913.7,False,1,ok,True
qwenvl3b,18150,L2,2,stepwise,2,469,86,1402.6,False,2,ok,True
qwenvl3b,561256,L1,1,direct,2,440,2,126.7,False,1,ok,True
qwenvl3b,154087,L3,4,direct,0,440,2,123.6,False,4,ok,True
qwenvl3b,554002,L4,10,stepwise,1,469,116,1893.5,False,5,ok,False
qwenvl3b,357816,L3,4,direct,1,440,2,126.7,False,4,ok,True
qwenvl3b,507037,L4,14,direct,1,440,3,143.3,False,15,ok,False
qwenvl3b,84477,L1,1,direct,2,440,2,128.0,False,1,ok,True
qwenvl3b,394199,L1,1,stepwise,0,469,97,1590.1,False,1,ok,True
qwenvl3b,332570,L1,1,direct,1,440,2,127.2,False,1,ok,True
qwenvl3b,36936,L2,2,stepwise,0,469,93,1512.6,False,2,ok,True
qwenvl3b,323496,L3,6,direct,2,440,2,127.0,False,5,ok,False
qwenvl3b,89648,L4,11,stepwise,2,469,128,2045.2,False,5,ok,False
qwenvl3b,98287,L4,14,stepwise,0,469,100,1614.7,False,7,ok,False
qwenvl3b,253386,L2,2,direct,0,440,2,127.9,False,2,ok,True
qwenvl3b,465180,L3,6,direct,1,440,2,128.8,False,6,ok,True
qwenvl3b,285047,L1,1,stepwise,1,469,117,1895.1,False,1,ok,True
qwenvl3b,44590,L4,12,stepwise,2,469,184,2924.5,False,10,ok,False
qwenvl3b,132544,L4,10,stepwise,2,469,88,1430.3,False,4,ok,False
qwenvl3b,82715,L1,1,stepwise,2,469,64,1068.9,False,1,ok,True
qwenvl3b,36539,L2,2,stepwise,2,469,58,974.4,False,2,ok,True
qwenvl3b,535608,L3,5,stepwise,2,469,113,1818.3,False,4,ok,False
qwenvl3b,114049,L3,6,stepwise,0,469,159,2519.4,False,6,ok,True
qwenvl3b,201426,L2,2,stepwise,1,469,72,1184.0,False,2,ok,True
qwenvl3b,36936,L2,2,stepwise,1,469,93,1512.3,False,2,ok,True
qwenvl3b,566923,L4,10,stepwise,2,469,152,2423.6,False,10,fallback_last_number,True
qwenvl3b,415748,L1,1,stepwise,1,469,104,1684.2,False,2,ok,False
qwenvl3b,377393,L4,10,direct,1,440,2,129.4,False,0,ok,False
qwenvl3b,165681,L4,12,direct,1,440,2,129.7,False,2,ok,False
qwenvl3b,507037,L4,14,stepwise,0,469,145,2308.1,False,10,fallback_last_number,False
qwenvl3b,157756,L4,10,stepwise,2,469,110,1767.0,False,3,ok,False
qwenvl3b,188465,L4,14,stepwise,2,469,141,2268.0,False,20,ok,False
qwenvl3b,535608,L3,5,direct,2,440,2,128.5,False,5,ok,True
qwenvl3b,18150,L2,2,stepwise,1,469,86,1413.4,False,2,ok,True
qwenvl3b,427338,L2,2,stepwise,2,469,112,1818.3,False,2,ok,True
qwenvl3b,213547,L2,2,direct,2,440,2,128.1,False,2,ok,True
qwenvl3b,188465,L4,14,direct,0,440,4,162.6,False,100,ok,False
qwenvl3b,411754,L3,5,direct,0,440,2,128.3,False,3,ok,False
qwenvl3b,361147,L4,9,direct,0,440,3,146.4,False,10,ok,False
qwenvl3b,18150,L2,2,stepwise,0,469,86,1406.4,False,2,ok,True
qwenvl3b,224664,L4,8,direct,1,440,3,146.6,False,10,ok,False
qwenvl3b,220764,L1,1,direct,2,440,2,129.1,False,1,ok,True
qwenvl3b,464824,L1,1,direct,0,440,2,136.9,False,1,ok,True
qwenvl3b,117425,L2,3,direct,0,440,2,128.4,False,2,ok,False
qwenvl3b,506656,L1,1,stepwise,2,469,67,1111.1,False,2,ok,False
qwenvl3b,55167,L3,6,stepwise,1,469,141,2271.0,False,3,ok,False
qwenvl3b,159791,L4,8,stepwise,0,469,161,2570.5,False,6,ok,False
qwenvl3b,402774,L1,1,stepwise,1,469,82,1343.4,False,1,ok,True
qwenvl3b,102820,L1,1,direct,2,440,2,128.4,False,1,ok,True
qwenvl3b,366884,L1,1,stepwise,0,469,75,1253.7,False,2,ok,False
qwenvl3b,357748,L3,4,direct,1,440,2,127.7,False,0,ok,False
qwenvl3b,394199,L1,1,stepwise,1,469,97,1576.6,False,1,ok,True
qwenvl3b,542127,L4,14,direct,0,440,3,144.4,False,15,ok,False
qwenvl3b,127270,L3,5,stepwise,0,469,111,1807.2,False,5,ok,True
qwenvl3b,568195,L2,3,stepwise,2,469,56,961.3,False,,unparseable,
qwenvl3b,357816,L3,4,stepwise,2,469,84,1368.7,False,3,ok,False
qwenvl3b,1761,L3,5,direct,0,440,2,127.4,False,0,ok,False
qwenvl3b,537270,L2,3,direct,0,440,2,130.1,False,3,ok,True
qwenvl3b,277020,L3,4,direct,1,440,2,129.4,False,3,ok,False
qwenvl3b,332570,L1,1,stepwise,0,469,113,1823.7,False,1,ok,True
qwenvl3b,354307,L1,1,direct,0,440,2,127.6,False,1,ok,True
qwenvl3b,96493,L1,1,stepwise,0,469,60,1019.6,False,1,ok,True
qwenvl3b,578489,L3,7,stepwise,0,469,148,2361.4,False,7,ok,True
qwenvl3b,74200,L3,6,stepwise,0,469,38,672.9,False,1,ok,False
qwenvl3b,1761,L3,5,direct,2,440,2,124.7,False,0,ok,False
qwenvl3b,117425,L2,3,stepwise,1,469,110,1772.9,False,2,ok,False
qwenvl3b,357816,L3,4,direct,0,440,2,128.1,False,4,ok,True
qwenvl3b,411754,L3,5,direct,2,440,2,129.1,False,3,ok,False
qwenvl3b,477441,L2,3,stepwise,1,469,136,2167.7,False,2,ok,False
qwenvl3b,330396,L3,5,direct,2,440,2,128.2,False,4,ok,False
qwenvl3b,500478,L4,14,direct,2,440,3,145.3,False,20,ok,False
qwenvl3b,527528,L2,2,stepwise,0,469,120,1929.8,False,0,ok,False
qwenvl3b,465180,L3,6,stepwise,2,469,123,1959.8,False,5,ok,False
qwenvl3b,354307,L1,1,stepwise,1,469,103,1670.7,False,1,ok,True
qwenvl3b,253386,L2,2,stepwise,0,469,128,2044.3,False,2,ok,True
qwenvl3b,208363,L4,14,stepwise,0,469,89,1452.8,False,10,ok,False
qwenvl3b,477805,L2,2,direct,1,440,2,128.7,False,1,ok,False
qwenvl3b,169076,L2,2,direct,1,440,2,127.3,False,2,ok,True
qwenvl3b,277020,L3,4,stepwise,1,469,124,2008.6,False,3,ok,False
qwenvl3b,464824,L1,1,stepwise,1,469,38,681.8,False,,unparseable,
qwenvl3b,417249,L3,5,direct,1,440,2,128.1,False,4,ok,False
qwenvl3b,470924,L4,14,stepwise,2,469,137,2202.5,False,6,ok,False
qwenvl3b,188465,L4,14,stepwise,1,469,141,2245.8,False,20,ok,False
qwenvl3b,566923,L4,10,direct,0,440,3,145.1,False,10,ok,True
qwenvl3b,201426,L2,2,stepwise,2,469,72,1203.7,False,2,ok,True
qwenvl3b,425906,L4,13,stepwise,2,469,73,1222.5,False,6,ok,False
qwenvl3b,201426,L2,2,direct,0,440,2,127.5,False,2,ok,True
qwenvl3b,246883,L2,2,direct,2,440,2,128.3,False,2,ok,True
qwenvl3b,442456,L2,2,stepwise,2,469,96,1554.3,False,2,ok,True
qwenvl3b,132544,L4,10,stepwise,0,469,88,1451.0,False,4,ok,False
qwenvl3b,169076,L2,2,stepwise,0,469,67,1129.7,False,2,ok,True
qwenvl3b,1584,L4,11,direct,0,440,2,125.5,False,3,ok,False
qwenvl3b,246883,L2,2,stepwise,1,469,85,1378.2,False,2,ok,True
qwenvl3b,330396,L3,5,stepwise,1,469,125,2020.1,False,3,ok,False
qwenvl3b,84477,L1,1,direct,1,440,2,127.5,False,1,ok,True
qwenvl3b,332570,L1,1,stepwise,2,469,113,1818.4,False,1,ok,True
qwenvl3b,284764,L1,1,stepwise,0,469,79,1299.5,False,1,ok,True
qwenvl3b,96493,L1,1,stepwise,1,469,60,1018.1,False,1,ok,True
qwenvl3b,471789,L4,12,direct,2,440,3,143.4,False,10,ok,False
qwenvl3b,14439,L4,14,stepwise,2,469,82,1342.0,False,8,ok,False
qwenvl3b,192670,L4,9,direct,1,440,2,128.2,False,6,ok,False
qwenvl3b,98287,L4,14,direct,2,440,3,145.1,False,10,ok,False
qwenvl3b,473869,L1,1,stepwise,1,469,50,857.9,False,1,ok,True
qwenvl3b,62355,L3,5,direct,2,440,2,127.9,False,4,ok,False
qwenvl3b,117719,L1,1,direct,2,440,2,129.4,False,1,ok,True
qwenvl3b,542127,L4,14,direct,2,440,3,143.4,False,15,ok,False
qwenvl3b,154087,L3,4,stepwise,2,469,90,1480.2,False,4,ok,True
qwenvl3b,417249,L3,5,stepwise,0,469,120,1942.8,False,5,ok,True
qwenvl3b,528314,L4,9,direct,1,440,3,143.6,False,10,ok,False
qwenvl3b,506656,L1,1,stepwise,0,469,67,1112.7,False,2,ok,False
qwenvl3b,542127,L4,14,stepwise,2,469,123,1984.7,False,10,ok,False
qwenvl3b,450303,L3,6,stepwise,1,469,140,2226.8,False,6,ok,True
qwenvl3b,477441,L2,3,direct,0,440,2,129.0,False,0,ok,False
qwenvl3b,180487,L2,2,stepwise,1,469,57,977.4,False,1,ok,False
qwenvl3b,154087,L3,4,direct,2,440,2,125.3,False,4,ok,True
qwenvl3b,357748,L3,4,direct,2,440,2,126.8,False,0,ok,False
qwenvl3b,122672,L1,1,stepwise,1,469,65,1098.9,False,1,ok,True
qwenvl3b,450303,L3,6,stepwise,2,469,140,2225.9,False,6,ok,True
qwenvl3b,497344,L1,1,stepwise,2,469,55,930.9,False,1,ok,True
qwenvl3b,578489,L3,7,direct,1,440,2,127.3,False,6,ok,False
qwenvl3b,14439,L4,14,stepwise,1,469,82,1343.4,False,8,ok,False
qwenvl3b,14439,L4,14,direct,2,440,3,143.3,False,15,ok,False
qwenvl3b,82715,L1,1,stepwise,0,469,64,1084.1,False,1,ok,True
qwenvl3b,220764,L1,1,stepwise,0,469,72,1205.6,False,1,ok,True
qwenvl3b,425906,L4,13,stepwise,1,469,73,1220.7,False,6,ok,False
qwenvl3b,473869,L1,1,stepwise,2,469,50,868.5,False,1,ok,True
qwenvl3b,361586,L3,4,stepwise,2,469,132,2107.9,False,6,ok,False
qwenvl3b,122672,L1,1,direct,1,440,2,125.3,False,1,ok,True
qwenvl3b,102820,L1,1,direct,1,440,2,123.7,False,1,ok,True
qwenvl3b,126137,L4,13,direct,2,440,2,123.9,False,1,ok,False
qwenvl3b,562207,L2,3,direct,2,440,2,123.8,False,3,ok,True
qwenvl3b,173799,L2,2,direct,2,440,2,124.2,False,2,ok,True
qwenvl3b,415748,L1,1,stepwise,2,469,104,1697.4,False,2,ok,False
qwenvl3b,173799,L2,2,stepwise,1,469,71,1191.0,False,2,ok,True
qwenvl3b,62355,L3,5,direct,0,440,2,127.4,False,4,ok,False
qwenvl3b,127270,L3,5,direct,1,440,2,128.6,False,5,ok,True
qwenvl3b,84477,L1,1,stepwise,1,469,103,1658.8,False,1,ok,True
qwenvl3b,327701,L3,4,direct,2,440,2,128.9,False,5,ok,False
qwenvl3b,528314,L4,9,stepwise,0,469,95,1561.1,False,6,ok,False
qwenvl3b,3255,L3,6,direct,0,440,2,125.4,False,4,ok,False
qwenvl3b,361586,L3,4,direct,0,440,2,126.1,False,7,ok,False
qwenvl3b,394199,L1,1,direct,0,440,2,127.1,False,1,ok,True
qwenvl3b,277020,L3,4,stepwise,2,469,124,1976.4,False,3,ok,False
qwenvl3b,96493,L1,1,stepwise,2,469,60,1006.3,False,1,ok,True
qwenvl3b,246883,L2,2,direct,1,440,2,127.4,False,2,ok,True
qwenvl3b,165681,L4,12,stepwise,0,469,82,1359.2,False,3,ok,False
qwenvl3b,497344,L1,1,direct,1,440,2,127.8,False,1,ok,True
qwenvl3b,562207,L2,3,stepwise,1,469,140,2225.3,False,3,ok,True
qwenvl3b,3553,L1,1,stepwise,2,469,90,1483.1,False,1,ok,True
qwenvl3b,102820,L1,1,direct,0,440,2,127.0,False,1,ok,True
qwenvl3b,416451,L2,2,direct,0,440,2,127.0,False,3,ok,False
qwenvl3b,6771,L4,8,direct,1,440,2,126.9,False,7,ok,False
qwenvl3b,477805,L2,2,stepwise,2,469,84,1369.6,False,1,ok,False
qwenvl3b,18150,L2,2,direct,1,440,2,127.6,False,2,ok,True
qwenvl3b,1584,L4,11,stepwise,1,469,141,2245.3,False,6,ok,False
qwenvl3b,481390,L4,14,stepwise,2,469,158,2498.1,False,10,ok,False
qwenvl3b,220764,L1,1,stepwise,2,469,72,1200.4,False,1,ok,True
qwenvl3b,44590,L4,12,stepwise,1,469,184,2918.2,False,10,ok,False
qwenvl3b,500478,L4,14,stepwise,2,469,64,1083.8,False,5,ok,False
qwenvl3b,122672,L1,1,direct,0,440,2,126.6,False,1,ok,True
qwenvl3b,327701,L3,4,direct,1,440,2,126.4,False,5,ok,False
qwenvl3b,277020,L3,4,direct,2,440,2,125.7,False,3,ok,False
qwenvl3b,497344,L1,1,direct,0,440,2,125.5,False,1,ok,True
qwenvl3b,269121,L1,1,direct,1,440,2,125.7,False,1,ok,True
qwenvl3b,537270,L2,3,stepwise,1,469,63,1049.2,False,3,ok,True
qwenvl3b,32334,L3,5,stepwise,0,469,64,1063.9,False,3,ok,False
qwenvl3b,98287,L4,14,stepwise,2,469,100,1634.7,False,7,ok,False
qwenvl3b,359833,L1,1,direct,0,440,2,128.1,False,1,ok,True
qwenvl3b,208363,L4,14,direct,0,440,3,144.4,False,15,ok,False
qwenvl3b,213547,L2,2,stepwise,2,469,76,1252.4,False,3,ok,False
qwenvl3b,89648,L4,11,direct,2,440,3,143.5,False,12,ok,False
qwenvl3b,535608,L3,5,stepwise,1,469,113,1834.6,False,4,ok,False
qwenvl3b,36539,L2,2,stepwise,0,469,58,991.0,False,2,ok,True
qwenvl3b,188465,L4,14,stepwise,0,469,141,2262.9,False,20,ok,False
qwenvl3b,528314,L4,9,stepwise,1,469,95,1557.7,False,6,ok,False
qwenvl3b,111086,L3,4,direct,2,440,2,126.6,False,0,ok,False
qwenvl3b,74200,L3,6,direct,0,440,2,125.5,False,0,ok,False
qwenvl3b,354307,L1,1,direct,2,440,2,125.1,False,1,ok,True
qwenvl3b,31093,L2,3,stepwise,1,469,126,2008.3,False,2,ok,False
qwenvl3b,366884,L1,1,stepwise,1,469,75,1236.2,False,2,ok,False
qwenvl3b,117719,L1,1,direct,0,440,2,127.9,False,1,ok,True
qwenvl3b,465180,L3,6,stepwise,1,469,123,1989.1,False,5,ok,False
qwenvl3b,377588,L3,6,stepwise,2,469,137,2196.5,False,5,ok,False
qwenvl3b,442456,L2,2,stepwise,0,469,96,1553.2,False,2,ok,True
qwenvl3b,327701,L3,4,direct,0,440,2,127.4,False,5,ok,False
qwenvl3b,480985,L4,8,direct,0,440,2,127.4,False,5,ok,False
qwenvl3b,89296,L2,2,direct,2,440,2,127.0,False,2,ok,True
qwenvl3b,390826,L1,1,stepwise,2,469,44,776.3,False,,unparseable,
qwenvl3b,301563,L2,3,stepwise,1,469,128,2058.5,False,3,ok,True
qwenvl3b,265816,L1,1,direct,0,440,2,126.8,False,1,ok,True
qwenvl3b,295420,L1,1,direct,2,440,2,127.0,False,1,ok,True
qwenvl3b,3255,L3,6,stepwise,1,469,83,1353.7,False,4,ok,False
qwenvl3b,578489,L3,7,direct,2,440,2,127.2,False,6,ok,False
qwenvl3b,402774,L1,1,direct,1,440,2,127.4,False,1,ok,True
qwenvl3b,253386,L2,2,direct,2,440,2,126.6,False,2,ok,True
qwenvl3b,25386,L2,3,stepwise,2,469,57,974.8,False,2,ok,False
qwenvl3b,442456,L2,2,direct,2,440,2,125.8,False,2,ok,True
qwenvl3b,3255,L3,6,stepwise,0,469,83,1348.3,False,4,ok,False
qwenvl3b,578489,L3,7,stepwise,1,469,148,2366.4,False,7,ok,True
qwenvl3b,83172,L2,3,direct,1,440,2,126.9,False,3,ok,True
qwenvl3b,332570,L1,1,direct,2,440,2,124.9,False,1,ok,True
qwenvl3b,253386,L2,2,stepwise,2,469,128,2059.4,False,2,ok,True
qwenvl3b,500478,L4,14,stepwise,0,469,64,1079.7,False,5,ok,False
qwenvl3b,274066,L3,5,stepwise,1,469,157,2506.9,False,4,ok,False
qwenvl3b,465836,L2,3,direct,2,440,2,127.1,False,3,ok,True
qwenvl3b,127270,L3,5,direct,2,440,2,127.8,False,5,ok,True
qwenvl3b,74200,L3,6,direct,1,440,2,126.6,False,0,ok,False
qwenvl3b,285047,L1,1,direct,0,440,2,125.8,False,1,ok,True
qwenvl3b,359833,L1,1,stepwise,1,469,99,1610.8,False,1,ok,True
qwenvl3b,377588,L3,6,stepwise,1,469,137,2197.3,False,5,ok,False
qwenvl3b,36936,L2,2,stepwise,2,469,93,1505.5,False,2,ok,True
qwenvl3b,55167,L3,6,stepwise,2,469,141,2258.6,False,3,ok,False
qwenvl3b,481390,L4,14,direct,2,440,3,143.1,False,10,ok,False
qwenvl3b,566923,L4,10,stepwise,1,469,152,2428.4,False,10,fallback_last_number,True
qwenvl3b,390826,L1,1,direct,1,440,2,125.3,False,1,ok,True
qwenvl3b,126137,L4,13,direct,1,440,2,123.8,False,1,ok,False
qwenvl3b,89296,L2,2,direct,0,440,2,123.8,False,2,ok,True
qwenvl3b,377588,L3,6,direct,1,440,2,124.2,False,5,ok,False
qwenvl3b,562207,L2,3,direct,0,440,2,124.6,False,3,ok,True
qwenvl3b,470924,L4,14,direct,0,440,2,128.8,False,5,ok,False
qwenvl3b,44590,L4,12,direct,2,440,3,145.4,False,12,ok,True
qwenvl3b,269121,L1,1,stepwise,0,469,51,872.0,False,1,ok,True
qwenvl3b,471789,L4,12,direct,0,440,3,143.0,False,10,ok,False
qwenvl3b,507037,L4,14,direct,0,440,3,143.3,False,15,ok,False
qwenvl3b,154087,L3,4,stepwise,1,469,90,1478.8,False,4,ok,True
qwenvl3b,390826,L1,1,direct,0,440,2,126.2,False,1,ok,True
qwenvl3b,285047,L1,1,stepwise,0,469,117,1888.2,False,1,ok,True
qwenvl3b,427338,L2,2,direct,1,440,2,126.6,False,2,ok,True
qwenvl3b,111086,L3,4,stepwise,1,469,117,1877.9,False,2,ok,False
qwenvl3b,301563,L2,3,direct,2,440,2,127.0,False,3,ok,True
qwenvl3b,89648,L4,11,direct,0,440,3,143.9,False,12,ok,False
qwenvl3b,31093,L2,3,direct,1,440,2,126.6,False,1,ok,False
qwenvl3b,527528,L2,2,direct,0,440,2,128.1,False,0,ok,False
qwenvl3b,465836,L2,3,stepwise,2,469,110,1771.4,False,3,ok,True
qwenvl3b,511647,L1,1,stepwise,0,469,49,847.5,False,1,ok,True
qwenvl3b,102820,L1,1,stepwise,2,469,53,895.2,False,1,ok,True
qwenvl3b,157756,L4,10,stepwise,0,469,110,1785.5,False,3,ok,False
qwenvl3b,192670,L4,9,stepwise,2,469,146,2320.4,False,3,ok,False
qwenvl3b,359833,L1,1,stepwise,2,469,99,1614.5,False,1,ok,True
qwenvl3b,31093,L2,3,direct,2,440,2,126.8,False,1,ok,False
qwenvl3b,246883,L2,2,direct,0,440,2,128.6,False,2,ok,True
qwenvl3b,84477,L1,1,stepwise,2,469,103,1678.9,False,1,ok,True
qwenvl3b,357816,L3,4,direct,2,440,2,126.0,False,4,ok,True
qwenvl3b,111086,L3,4,direct,1,440,2,126.3,False,0,ok,False
qwenvl3b,568195,L2,3,direct,2,440,2,125.0,False,3,ok,True
qwenvl3b,231580,L3,7,direct,0,440,2,124.8,False,6,ok,False
qwenvl3b,535608,L3,5,stepwise,0,469,113,1831.8,False,4,ok,False
qwenvl3b,554002,L4,10,stepwise,2,469,116,1875.3,False,5,ok,False
qwenvl3b,170613,L2,2,stepwise,2,469,92,1506.8,False,2,ok,True
